2017-03-27  08:16:46.186,  46 / 218
2017-03-27  08:16:46.199,  47 / 218
2017-03-27  08:16:46.212,  48 / 218
2017-03-27  08:16:46.225,  49 / 218
2017-03-27  08:16:46.241,  50 / 218
2017-03-27  08:16:46.253,  51 / 218
2017-03-27  08:16:46.264,  52 / 218
2017-03-27  08:16:46.276,  53 / 218
2017-03-27  08:16:46.292,  54 / 218
2017-03-27  08:16:46.307,  55 / 218
2017-03-27  08:16:46.319,  56 / 218
2017-03-27  08:16:46.331,  57 / 218
2017-03-27  08:16:46.345,  58 / 218
2017-03-27  08:16:46.357,  59 / 218
2017-03-27  08:16:46.369,  60 / 218
2017-03-27  08:16:46.382,  61 / 218
2017-03-27  08:16:46.395,  62 / 218
2017-03-27  08:16:46.410,  63 / 218
2017-03-27  08:16:46.422,  64 / 218
2017-03-27  08:16:46.439,  65 / 218
2017-03-27  08:16:46.452,  66 / 218
2017-03-27  08:16:46.469,  67 / 218
2017-03-27  08:16:46.484,  68 / 218
2017-03-27  08:16:46.501,  69 / 218
2017-03-27  08:16:46.515,  70 / 218
2017-03-27  08:16:46.529,  71 / 218
2017-03-27  08:16:46.557,  72 / 218
2017-03-27  08:16:46.570,  73 / 218
2017-03-27  08:16:46.583,  74 / 218
2017-03-27  08:16:46.596,  75 / 218
2017-03-27  08:16:46.612,  76 / 218
2017-03-27  08:16:46.625,  77 / 218
2017-03-27  08:16:46.637,  78 / 218
2017-03-27  08:16:46.649,  79 / 218
2017-03-27  08:16:46.660,  80 / 218
2017-03-27  08:16:46.675,  81 / 218
2017-03-27  08:16:46.690,  82 / 218
2017-03-27  08:16:46.705,  83 / 218
2017-03-27  08:16:46.717,  84 / 218
2017-03-27  08:16:46.729,  85 / 218
2017-03-27  08:16:46.741,  86 / 218
2017-03-27  08:16:46.756,  87 / 218
2017-03-27  08:16:46.769,  88 / 218
2017-03-27  08:16:46.781,  89 / 218
2017-03-27  08:16:46.792,  90 / 218
2017-03-27  08:16:46.805,  91 / 218
2017-03-27  08:16:46.821,  92 / 218
2017-03-27  08:16:46.835,  93 / 218
2017-03-27  08:16:46.849,  94 / 218
2017-03-27  08:16:46.861,  95 / 218
2017-03-27  08:16:46.873,  96 / 218
2017-03-27  08:16:46.885,  97 / 218
2017-03-27  08:16:46.899,  98 / 218
2017-03-27  08:16:46.910,  99 / 218
2017-03-27  08:16:46.924,  100 / 218
2017-03-27  08:16:46.939,  101 / 218
2017-03-27  08:16:46.953,  102 / 218
2017-03-27  08:16:46.965,  103 / 218
2017-03-27  08:16:46.977,  104 / 218
2017-03-27  08:16:46.989,  105 / 218
2017-03-27  08:16:47.008,  106 / 218
2017-03-27  08:16:47.021,  107 / 218
2017-03-27  08:16:47.034,  108 / 218
2017-03-27  08:16:47.045,  109 / 218
2017-03-27  08:16:47.060,  110 / 218
2017-03-27  08:16:47.073,  111 / 218
2017-03-27  08:16:47.088,  112 / 218
2017-03-27  08:16:47.102,  113 / 218
2017-03-27  08:16:47.114,  114 / 218
2017-03-27  08:16:47.129,  115 / 218
2017-03-27  08:16:47.146,  116 / 218
2017-03-27  08:16:47.159,  117 / 218
2017-03-27  08:16:47.171,  118 / 218
2017-03-27  08:16:47.183,  119 / 218
2017-03-27  08:16:47.195,  120 / 218
2017-03-27  08:16:47.213,  121 / 218
2017-03-27  08:16:47.227,  122 / 218
2017-03-27  08:16:47.240,  123 / 218
2017-03-27  08:16:47.254,  124 / 218
2017-03-27  08:16:47.267,  125 / 218
2017-03-27  08:16:47.279,  126 / 218
2017-03-27  08:16:47.292,  127 / 218
2017-03-27  08:16:47.309,  128 / 218
2017-03-27  08:16:47.322,  129 / 218
2017-03-27  08:16:47.335,  130 / 218
2017-03-27  08:16:47.348,  131 / 218
2017-03-27  08:16:47.362,  132 / 218
2017-03-27  08:16:47.375,  133 / 218
2017-03-27  08:16:47.387,  134 / 218
2017-03-27  08:16:47.399,  135 / 218
2017-03-27  08:16:47.412,  136 / 218
2017-03-27  08:16:47.426,  137 / 218
2017-03-27  08:16:47.442,  138 / 218
2017-03-27  08:16:47.457,  139 / 218
2017-03-27  08:16:47.470,  140 / 218
2017-03-27  08:16:47.485,  141 / 218
2017-03-27  08:16:47.500,  142 / 218
2017-03-27  08:16:47.515,  143 / 218
2017-03-27  08:16:47.527,  144 / 218
2017-03-27  08:16:47.545,  145 / 218
2017-03-27  08:16:47.556,  146 / 218
2017-03-27  08:16:47.568,  147 / 218
2017-03-27  08:16:47.581,  148 / 218
2017-03-27  08:16:47.593,  149 / 218
2017-03-27  08:16:47.606,  150 / 218
2017-03-27  08:16:47.621,  151 / 218
2017-03-27  08:16:47.635,  152 / 218
2017-03-27  08:16:47.649,  153 / 218
2017-03-27  08:16:47.662,  154 / 218
2017-03-27  08:16:47.677,  155 / 218
2017-03-27  08:16:47.689,  156 / 218
2017-03-27  08:16:47.701,  157 / 218
2017-03-27  08:16:47.718,  158 / 218
2017-03-27  08:16:47.731,  159 / 218
2017-03-27  08:16:47.745,  160 / 218
2017-03-27  08:16:47.761,  161 / 218
2017-03-27  08:16:47.774,  162 / 218
2017-03-27  08:16:47.786,  163 / 218
2017-03-27  08:16:47.798,  164 / 218
2017-03-27  08:16:47.810,  165 / 218
2017-03-27  08:16:47.826,  166 / 218
2017-03-27  08:16:47.840,  167 / 218
2017-03-27  08:16:47.851,  168 / 218
2017-03-27  08:16:47.863,  169 / 218
2017-03-27  08:16:47.875,  170 / 218
2017-03-27  08:16:47.891,  171 / 218
2017-03-27  08:16:47.904,  172 / 218
2017-03-27  08:16:47.920,  173 / 218
2017-03-27  08:16:47.933,  174 / 218
2017-03-27  08:16:47.945,  175 / 218
2017-03-27  08:16:47.957,  176 / 218
2017-03-27  08:16:47.971,  177 / 218
2017-03-27  08:16:47.986,  178 / 218
2017-03-27  08:16:47.999,  179 / 218
2017-03-27  08:16:48.013,  180 / 218
2017-03-27  08:16:48.027,  181 / 218
2017-03-27  08:16:48.039,  182 / 218
2017-03-27  08:16:48.052,  183 / 218
2017-03-27  08:16:48.064,  184 / 218
2017-03-27  08:16:48.077,  185 / 218
2017-03-27  08:16:48.089,  186 / 218
2017-03-27  08:16:48.103,  187 / 218
2017-03-27  08:16:48.115,  188 / 218
2017-03-27  08:16:48.128,  189 / 218
2017-03-27  08:16:48.142,  190 / 218
2017-03-27  08:16:48.155,  191 / 218
2017-03-27  08:16:48.167,  192 / 218
2017-03-27  08:16:48.178,  193 / 218
2017-03-27  08:16:48.190,  194 / 218
2017-03-27  08:16:48.205,  195 / 218
2017-03-27  08:16:48.220,  196 / 218
2017-03-27  08:16:48.235,  197 / 218
2017-03-27  08:16:48.246,  198 / 218
2017-03-27  08:16:48.261,  199 / 218
2017-03-27  08:16:48.276,  200 / 218
2017-03-27  08:16:48.290,  201 / 218
2017-03-27  08:16:48.301,  202 / 218
2017-03-27  08:16:48.313,  203 / 218
2017-03-27  08:16:48.326,  204 / 218
2017-03-27  08:16:48.342,  205 / 218
2017-03-27  08:16:48.354,  206 / 218
2017-03-27  08:16:48.367,  207 / 218
2017-03-27  08:16:48.382,  208 / 218
2017-03-27  08:16:48.394,  209 / 218
2017-03-27  08:16:48.409,  210 / 218
2017-03-27  08:16:48.422,  211 / 218
2017-03-27  08:16:48.435,  212 / 218
2017-03-27  08:16:48.448,  213 / 218
2017-03-27  08:16:48.459,  214 / 218
2017-03-27  08:16:48.472,  215 / 218
2017-03-27  08:16:48.484,  216 / 218
2017-03-27  08:16:48.496,  217 / 218
2017-03-27  08:16:48.508,  218 / 218
